time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-01 00:00:00+00:00,10,6,0,0
2026-04-02 00:00:00+00:00,16,8,0,0
2026-04-03 00:00:00+00:00,6,6,0,0
2026-04-04 00:00:00+00:00,10,6,0,0
2026-04-05 00:00:00+00:00,16,7,0,0
2026-04-06 00:00:00+00:00,13,5,0,0
2026-04-07 00:00:00+00:00,14,6,144,3
2026-04-08 00:00:00+00:00,10,6,0,0
2026-04-09 00:00:00+00:00,17,8,17,2
2026-04-10 00:00:00+00:00,678,28,7,3
2026-04-11 00:00:00+00:00,150,8,0,0
2026-04-12 00:00:00+00:00,15,9,0,0
2026-04-13 00:00:00+00:00,30,9,6,3
2026-04-14 00:00:00+00:00,213,12,36,3
