time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-22 00:00:00+00:00,528,6,133.0,2.0
2025-04-23 00:00:00+00:00,333,5,44.0,3.0
2025-04-24 00:00:00+00:00,1591,10,289.0,2.0
2025-04-25 00:00:00+00:00,1489,10,382.0,2.0
2025-04-26 00:00:00+00:00,155,3,11.0,2.0
2025-04-27 00:00:00+00:00,4,2,,
2025-04-28 00:00:00+00:00,970,6,322.0,2.0
2025-04-29 00:00:00+00:00,862,8,214.0,1.0
2025-04-30 00:00:00+00:00,863,7,291.0,1.0
2025-05-01 00:00:00+00:00,5,4,2.0,1.0
2025-05-02 00:00:00+00:00,1,1,3.0,2.0
2025-05-03 00:00:00+00:00,1,1,,
2025-05-04 00:00:00+00:00,103,3,23.0,1.0
2025-05-05 00:00:00+00:00,654,3,187.0,2.0
