time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-24 00:00:00+00:00,971.0,5.0,359,2
2025-03-25 00:00:00+00:00,729.0,6.0,174,1
2025-03-26 00:00:00+00:00,345.0,3.0,40,2
2025-03-27 00:00:00+00:00,1246.0,8.0,327,2
2025-03-28 00:00:00+00:00,337.0,5.0,93,3
2025-03-29 00:00:00+00:00,5.0,2.0,1,1
2025-03-30 00:00:00+00:00,1.0,1.0,1,1
2025-03-31 00:00:00+00:00,5.0,3.0,3,1
2025-04-01 00:00:00+00:00,351.0,7.0,207,1
2025-04-02 00:00:00+00:00,348.0,4.0,86,2
2025-04-03 00:00:00+00:00,5.0,2.0,2,1
2025-04-04 00:00:00+00:00,2.0,2.0,5,2
2025-04-05 00:00:00+00:00,3.0,2.0,1,1
2025-04-06 00:00:00+00:00,,,2,2
