time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-14 00:00:00+00:00,7,3,0,0
2025-12-15 00:00:00+00:00,2,2,1,1
2025-12-16 00:00:00+00:00,13,5,0,0
2025-12-17 00:00:00+00:00,859,26,167,1
2025-12-18 00:00:00+00:00,271,15,34,1
2025-12-19 00:00:00+00:00,272,15,25,1
2025-12-20 00:00:00+00:00,240,9,24,2
2025-12-21 00:00:00+00:00,11,7,0,0
2025-12-22 00:00:00+00:00,7,3,1,1
2025-12-23 00:00:00+00:00,8,4,1,1
2025-12-24 00:00:00+00:00,10,3,1,1
2025-12-25 00:00:00+00:00,5,2,1,1
2025-12-26 00:00:00+00:00,10,3,0,0
2025-12-27 00:00:00+00:00,18,7,0,0
