time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-29 00:00:00+00:00,2,2,,
2024-03-01 00:00:00+00:00,2,2,1.0,1.0
2024-03-02 00:00:00+00:00,3,3,39.0,2.0
2024-03-03 00:00:00+00:00,2,2,,
2024-03-04 00:00:00+00:00,2,2,,
2024-03-05 00:00:00+00:00,10,3,1.0,1.0
2024-03-06 00:00:00+00:00,1550,11,500.0,2.0
2024-03-07 00:00:00+00:00,593,4,122.0,3.0
2024-03-08 00:00:00+00:00,2,2,5.0,1.0
2024-03-09 00:00:00+00:00,1,1,,
2024-03-10 00:00:00+00:00,1,1,1.0,1.0
2024-03-11 00:00:00+00:00,1,1,3.0,3.0
2024-03-12 00:00:00+00:00,12,5,15.0,2.0
2024-03-13 00:00:00+00:00,11,11,39.0,3.0
