time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-25 00:00:00+00:00,729,6,174.0,1.0
2025-03-26 00:00:00+00:00,345,3,40.0,2.0
2025-03-27 00:00:00+00:00,1246,8,327.0,2.0
2025-03-28 00:00:00+00:00,337,5,93.0,3.0
2025-03-29 00:00:00+00:00,5,2,1.0,1.0
2025-03-30 00:00:00+00:00,1,1,1.0,1.0
2025-03-31 00:00:00+00:00,5,3,3.0,1.0
2025-04-01 00:00:00+00:00,351,7,207.0,1.0
2025-04-02 00:00:00+00:00,348,4,86.0,2.0
2025-04-03 00:00:00+00:00,5,2,2.0,1.0
2025-04-04 00:00:00+00:00,2,2,5.0,2.0
2025-04-05 00:00:00+00:00,3,2,1.0,1.0
2025-04-06 00:00:00+00:00,5,2,2.0,2.0
2025-04-07 00:00:00+00:00,1,1,,
