url_path,views_total,views_unique
/sysbio-curie/MaBoSS/actions,58,1
/sysbio-curie/MaBoSS,30,13
/sysbio-curie/MaBoSS/tree/master/tutorial/Montagud_2022_Prostate_Cancer,5,4
/sysbio-curie/MaBoSS/tree/master/tutorial/MaBoSS-2.0,5,3
/sysbio-curie/MaBoSS/actions/runs/11131387463,3,1
/sysbio-curie/MaBoSS/actions/runs/11131574134,3,1
/sysbio-curie/MaBoSS/actions/runs/11171323968,3,1
/sysbio-curie/MaBoSS/actions/runs/11171323968/job/31055822048,3,1
/sysbio-curie/MaBoSS/commit/84adbe7855c625234d0238127f506815a442ba9b,3,1
/sysbio-curie/MaBoSS/releases/tag/v2.6.0,2,2
