time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-19 00:00:00+00:00,5.0,2.0,,
2025-04-20 00:00:00+00:00,6.0,3.0,,
2025-04-21 00:00:00+00:00,450.0,8.0,76.0,3.0
2025-04-22 00:00:00+00:00,528.0,6.0,133.0,2.0
2025-04-23 00:00:00+00:00,333.0,5.0,44.0,3.0
2025-04-24 00:00:00+00:00,1591.0,10.0,289.0,2.0
2025-04-25 00:00:00+00:00,1489.0,10.0,382.0,2.0
2025-04-26 00:00:00+00:00,155.0,3.0,11.0,2.0
2025-04-27 00:00:00+00:00,4.0,2.0,,
2025-04-28 00:00:00+00:00,970.0,6.0,322.0,2.0
2025-04-29 00:00:00+00:00,862.0,8.0,214.0,1.0
2025-04-30 00:00:00+00:00,863.0,7.0,291.0,1.0
2025-05-01 00:00:00+00:00,5.0,4.0,2.0,1.0
2025-05-02 00:00:00+00:00,,,3.0,2.0
