time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-27 00:00:00+00:00,4,2,,
2025-04-28 00:00:00+00:00,970,6,322.0,2.0
2025-04-29 00:00:00+00:00,862,8,214.0,1.0
2025-04-30 00:00:00+00:00,863,7,291.0,1.0
2025-05-01 00:00:00+00:00,5,4,2.0,1.0
2025-05-02 00:00:00+00:00,1,1,3.0,2.0
2025-05-03 00:00:00+00:00,1,1,,
2025-05-04 00:00:00+00:00,103,3,23.0,1.0
2025-05-05 00:00:00+00:00,658,5,187.0,2.0
2025-05-06 00:00:00+00:00,193,2,50.0,2.0
2025-05-07 00:00:00+00:00,173,5,18.0,2.0
2025-05-08 00:00:00+00:00,590,6,127.0,2.0
2025-05-09 00:00:00+00:00,100,5,14.0,1.0
