time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-20 00:00:00+00:00,1026,4,352.0,2.0
2024-02-21 00:00:00+00:00,501,3,303.0,4.0
2024-02-22 00:00:00+00:00,2,2,17.0,2.0
2024-02-23 00:00:00+00:00,3,3,4.0,1.0
2024-02-24 00:00:00+00:00,2,2,,
2024-02-25 00:00:00+00:00,2,2,,
2024-02-26 00:00:00+00:00,2,2,,
2024-02-27 00:00:00+00:00,2,2,,
2024-02-28 00:00:00+00:00,2,2,13.0,2.0
2024-02-29 00:00:00+00:00,2,2,,
2024-03-01 00:00:00+00:00,2,2,1.0,1.0
2024-03-02 00:00:00+00:00,3,3,39.0,2.0
2024-03-03 00:00:00+00:00,2,2,,
