time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-28 00:00:00+00:00,970.0,6.0,322.0,2.0
2025-04-29 00:00:00+00:00,862.0,8.0,214.0,1.0
2025-04-30 00:00:00+00:00,863.0,7.0,291.0,1.0
2025-05-01 00:00:00+00:00,5.0,4.0,2.0,1.0
2025-05-02 00:00:00+00:00,1.0,1.0,3.0,2.0
2025-05-03 00:00:00+00:00,1.0,1.0,,
2025-05-04 00:00:00+00:00,103.0,3.0,23.0,1.0
2025-05-05 00:00:00+00:00,658.0,5.0,187.0,2.0
2025-05-06 00:00:00+00:00,193.0,2.0,50.0,2.0
2025-05-07 00:00:00+00:00,173.0,5.0,18.0,2.0
2025-05-08 00:00:00+00:00,590.0,6.0,127.0,2.0
2025-05-09 00:00:00+00:00,100.0,5.0,14.0,1.0
2025-05-10 00:00:00+00:00,5.0,2.0,,
2025-05-11 00:00:00+00:00,,,3.0,1.0
