time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-15 00:00:00+00:00,191,3,61.0,3.0
2024-04-16 00:00:00+00:00,188,3,47.0,4.0
2024-04-17 00:00:00+00:00,1,1,4.0,2.0
2024-04-18 00:00:00+00:00,63,2,6.0,2.0
2024-04-19 00:00:00+00:00,2,2,4.0,4.0
2024-04-20 00:00:00+00:00,1,1,,
2024-04-21 00:00:00+00:00,1,1,1.0,1.0
2024-04-22 00:00:00+00:00,127,2,25.0,2.0
2024-04-23 00:00:00+00:00,382,4,58.0,1.0
2024-04-24 00:00:00+00:00,481,8,158.0,3.0
2024-04-25 00:00:00+00:00,1,1,1.0,1.0
2024-04-26 00:00:00+00:00,5,2,1.0,1.0
2024-04-27 00:00:00+00:00,2,2,,
2024-04-28 00:00:00+00:00,2,2,,
