time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-13 00:00:00+00:00,,,2.0,2.0
2024-11-14 00:00:00+00:00,64.0,2.0,16.0,2.0
2024-11-15 00:00:00+00:00,177.0,1.0,22.0,2.0
2024-11-16 00:00:00+00:00,52.0,2.0,3.0,1.0
2024-11-17 00:00:00+00:00,1.0,1.0,,
2024-11-18 00:00:00+00:00,1.0,1.0,,
2024-11-19 00:00:00+00:00,157.0,2.0,52.0,2.0
2024-11-20 00:00:00+00:00,5.0,2.0,,
2024-11-21 00:00:00+00:00,,,2.0,2.0
2024-11-22 00:00:00+00:00,54.0,2.0,12.0,1.0
2024-11-23 00:00:00+00:00,2.0,1.0,,
2024-11-24 00:00:00+00:00,6.0,2.0,,
2024-11-26 00:00:00+00:00,1.0,1.0,1.0,1.0
