time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-11 00:00:00+00:00,398,4,90.0,8.0
2025-04-12 00:00:00+00:00,333,6,44.0,2.0
2025-04-13 00:00:00+00:00,4,2,7.0,3.0
2025-04-14 00:00:00+00:00,418,5,111.0,6.0
2025-04-15 00:00:00+00:00,487,5,109.0,3.0
2025-04-16 00:00:00+00:00,779,8,172.0,6.0
2025-04-17 00:00:00+00:00,468,8,48.0,5.0
2025-04-18 00:00:00+00:00,183,4,14.0,3.0
2025-04-19 00:00:00+00:00,5,2,,
2025-04-20 00:00:00+00:00,6,3,,
2025-04-21 00:00:00+00:00,450,8,76.0,3.0
2025-04-22 00:00:00+00:00,528,6,133.0,2.0
2025-04-23 00:00:00+00:00,333,5,44.0,3.0
2025-04-24 00:00:00+00:00,1551,9,289.0,2.0
