time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-04 00:00:00+00:00,2.0,2.0,17.0,1.0
2024-04-05 00:00:00+00:00,4.0,3.0,8.0,4.0
2024-04-06 00:00:00+00:00,1.0,1.0,,
2024-04-07 00:00:00+00:00,1.0,1.0,,
2024-04-08 00:00:00+00:00,64.0,3.0,7.0,2.0
2024-04-09 00:00:00+00:00,437.0,2.0,225.0,3.0
2024-04-10 00:00:00+00:00,479.0,2.0,141.0,1.0
2024-04-11 00:00:00+00:00,217.0,2.0,49.0,2.0
2024-04-12 00:00:00+00:00,412.0,2.0,50.0,2.0
2024-04-13 00:00:00+00:00,541.0,4.0,264.0,1.0
2024-04-14 00:00:00+00:00,63.0,2.0,17.0,1.0
2024-04-15 00:00:00+00:00,191.0,3.0,61.0,3.0
2024-04-16 00:00:00+00:00,188.0,3.0,47.0,4.0
2024-04-17 00:00:00+00:00,,,4.0,2.0
