time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-04 00:00:00+00:00,215.0,3.0,24.0,1.0
2024-08-05 00:00:00+00:00,95.0,3.0,20.0,2.0
2024-08-06 00:00:00+00:00,,,3.0,3.0
2024-08-07 00:00:00+00:00,62.0,1.0,2.0,2.0
2024-08-08 00:00:00+00:00,64.0,2.0,6.0,1.0
2024-08-09 00:00:00+00:00,2.0,1.0,,
2024-08-11 00:00:00+00:00,1.0,1.0,8.0,2.0
2024-08-12 00:00:00+00:00,83.0,2.0,41.0,1.0
2024-08-13 00:00:00+00:00,,,1.0,1.0
2024-08-14 00:00:00+00:00,301.0,1.0,9.0,2.0
2024-08-15 00:00:00+00:00,146.0,3.0,11.0,1.0
2024-08-16 00:00:00+00:00,1.0,1.0,,
2024-08-17 00:00:00+00:00,,,3.0,1.0
