time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-20 00:00:00+00:00,2.0,1.0,,
2024-08-21 00:00:00+00:00,,,136.0,1.0
2024-08-22 00:00:00+00:00,2.0,1.0,2.0,1.0
2024-08-23 00:00:00+00:00,,,1.0,1.0
2024-08-25 00:00:00+00:00,2.0,1.0,2.0,1.0
2024-08-26 00:00:00+00:00,9.0,2.0,9.0,3.0
2024-08-27 00:00:00+00:00,2.0,1.0,1.0,1.0
2024-08-28 00:00:00+00:00,2.0,1.0,,
2024-08-29 00:00:00+00:00,,,2.0,1.0
2024-08-30 00:00:00+00:00,156.0,2.0,34.0,1.0
2024-08-31 00:00:00+00:00,294.0,5.0,54.0,1.0
2024-09-01 00:00:00+00:00,614.0,5.0,224.0,1.0
