time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-03 00:00:00+00:00,35,11,0,0
2026-05-04 00:00:00+00:00,14,5,0,0
2026-05-05 00:00:00+00:00,45,13,1,1
2026-05-06 00:00:00+00:00,29,8,0,0
2026-05-07 00:00:00+00:00,20,8,0,0
2026-05-08 00:00:00+00:00,28,8,0,0
2026-05-09 00:00:00+00:00,25,7,0,0
2026-05-10 00:00:00+00:00,16,7,0,0
2026-05-11 00:00:00+00:00,12,3,1,1
2026-05-12 00:00:00+00:00,13,4,0,0
2026-05-13 00:00:00+00:00,16,5,0,0
2026-05-14 00:00:00+00:00,35,8,0,0
2026-05-15 00:00:00+00:00,24,10,0,0
2026-05-16 00:00:00+00:00,13,4,0,0
