time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-08 00:00:00+00:00,9,5,0,0
2026-02-09 00:00:00+00:00,18,8,10,2
2026-02-10 00:00:00+00:00,3,3,1,1
2026-02-11 00:00:00+00:00,14,6,2,2
2026-02-12 00:00:00+00:00,9,4,1,1
2026-02-13 00:00:00+00:00,16,8,0,0
2026-02-14 00:00:00+00:00,9,5,0,0
2026-02-15 00:00:00+00:00,9,5,0,0
2026-02-16 00:00:00+00:00,11,7,0,0
2026-02-17 00:00:00+00:00,2,2,0,0
2026-02-18 00:00:00+00:00,3,3,0,0
2026-02-19 00:00:00+00:00,9,5,0,0
2026-02-20 00:00:00+00:00,12,4,35,1
2026-02-21 00:00:00+00:00,25,13,15,1
