time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-20 00:00:00+00:00,4,4,2,1
2025-08-21 00:00:00+00:00,184,7,18,3
2025-08-22 00:00:00+00:00,473,8,59,2
2025-08-23 00:00:00+00:00,74,3,19,2
2025-08-24 00:00:00+00:00,612,10,56,1
2025-08-25 00:00:00+00:00,6,4,9,1
2025-08-26 00:00:00+00:00,426,6,25,4
2025-08-27 00:00:00+00:00,150,8,12,1
2025-08-28 00:00:00+00:00,572,7,62,3
2025-08-29 00:00:00+00:00,2,2,8,1
2025-08-30 00:00:00+00:00,2,2,3,2
2025-08-31 00:00:00+00:00,4,4,16,1
2025-09-01 00:00:00+00:00,13,12,7,1
