time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-08 00:00:00+00:00,590,6,127.0,2.0
2025-05-09 00:00:00+00:00,100,5,14.0,1.0
2025-05-10 00:00:00+00:00,5,2,,
2025-05-11 00:00:00+00:00,5,2,3.0,1.0
2025-05-12 00:00:00+00:00,2,2,7.0,2.0
2025-05-13 00:00:00+00:00,632,6,130.0,1.0
2025-05-14 00:00:00+00:00,288,4,72.0,2.0
2025-05-15 00:00:00+00:00,530,5,169.0,2.0
2025-05-16 00:00:00+00:00,431,4,67.0,2.0
2025-05-17 00:00:00+00:00,25,3,,
2025-05-18 00:00:00+00:00,5,2,,
2025-05-19 00:00:00+00:00,10,4,4.0,2.0
2025-05-20 00:00:00+00:00,4,2,,
