time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-19 00:00:00+00:00,32,11,0,0
2026-04-20 00:00:00+00:00,67,27,0,0
2026-04-21 00:00:00+00:00,55,23,0,0
2026-04-22 00:00:00+00:00,109,34,0,0
2026-04-23 00:00:00+00:00,105,28,0,0
2026-04-24 00:00:00+00:00,56,24,10,2
2026-04-25 00:00:00+00:00,80,34,0,0
2026-04-26 00:00:00+00:00,41,12,0,0
2026-04-27 00:00:00+00:00,30,7,0,0
2026-04-28 00:00:00+00:00,23,7,3,2
2026-04-29 00:00:00+00:00,20,7,0,0
2026-04-30 00:00:00+00:00,40,9,1,1
2026-05-01 00:00:00+00:00,25,5,0,0
2026-05-02 00:00:00+00:00,16,6,0,0
