time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-07-22 00:00:00+00:00,31,2,,
2024-07-24 00:00:00+00:00,296,3,64.0,1.0
2024-07-25 00:00:00+00:00,94,1,110.0,5.0
2024-07-26 00:00:00+00:00,270,1,43.0,3.0
2024-07-28 00:00:00+00:00,2,1,,
2024-07-29 00:00:00+00:00,3,1,,
2024-07-30 00:00:00+00:00,500,2,144.0,1.0
2024-07-31 00:00:00+00:00,415,6,174.0,1.0
2024-08-01 00:00:00+00:00,256,2,38.0,2.0
2024-08-02 00:00:00+00:00,5,2,6.0,1.0
2024-08-03 00:00:00+00:00,232,5,64.0,1.0
2024-08-04 00:00:00+00:00,214,2,24.0,1.0
