time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-02-10 00:00:00+00:00,1,1,1.0,1.0
2024-02-11 00:00:00+00:00,1,1,3.0,1.0
2024-02-12 00:00:00+00:00,2,2,28.0,2.0
2024-02-13 00:00:00+00:00,2,2,14.0,2.0
2024-02-14 00:00:00+00:00,136,3,20.0,2.0
2024-02-15 00:00:00+00:00,401,2,199.0,4.0
2024-02-16 00:00:00+00:00,580,2,189.0,2.0
2024-02-17 00:00:00+00:00,32,2,1.0,1.0
2024-02-18 00:00:00+00:00,1,1,,
2024-02-19 00:00:00+00:00,377,2,159.0,3.0
2024-02-20 00:00:00+00:00,1026,4,352.0,2.0
2024-02-21 00:00:00+00:00,501,3,303.0,4.0
2024-02-22 00:00:00+00:00,2,2,17.0,2.0
2024-02-23 00:00:00+00:00,1,1,4.0,1.0
