url_path,views_total,views_unique
/sysbio-curie/MaBoSS-env-2.0,12,3
/sysbio-curie/MaBoSS-env-2.0/pulls,2,1
/sysbio-curie/MaBoSS-env-2.0/tree/master/bindings/python,2,1
/sysbio-curie/MaBoSS-env-2.0/tree/master/containers,2,1
/sysbio-curie/MaBoSS-env-2.0/tree/master/containers/docker,2,1
/sysbio-curie/MaBoSS-env-2.0/blob/master/bindings/python/maboss/__init__.py,1,1
/sysbio-curie/MaBoSS-env-2.0/blob/master/bindings/python/maboss-ori.py,1,1
/sysbio-curie/MaBoSS-env-2.0/blob/master/conda/maboss/build.sh,1,1
/sysbio-curie/MaBoSS-env-2.0/blob/master/conda/maboss/meta.yaml,1,1
/sysbio-curie/MaBoSS-env-2.0/blob/master/containers/docker/Dockerfile,1,1
