time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-12-03 00:00:00+00:00,93.0,2.0,7.0,1.0
2023-12-04 00:00:00+00:00,384.0,3.0,156.0,1.0
2023-12-05 00:00:00+00:00,691.0,3.0,346.0,3.0
2023-12-06 00:00:00+00:00,241.0,2.0,84.0,2.0
2023-12-07 00:00:00+00:00,1.0,1.0,,
2023-12-08 00:00:00+00:00,1.0,1.0,,
2023-12-09 00:00:00+00:00,2.0,2.0,,
2023-12-10 00:00:00+00:00,1.0,1.0,,
2023-12-11 00:00:00+00:00,1.0,1.0,,
2023-12-12 00:00:00+00:00,1.0,1.0,,
2023-12-13 00:00:00+00:00,2.0,2.0,,
2023-12-14 00:00:00+00:00,1.0,1.0,,
2023-12-15 00:00:00+00:00,1.0,1.0,,
2023-12-16 00:00:00+00:00,,,12.0,1.0
