url_path,views_total,views_unique
/sysbio-curie/MaBoSS-env-2.0,10,6
/sysbio-curie/MaBoSS-env-2.0/pulls,7,1
/sysbio-curie/MaBoSS-env-2.0/pull/11,4,1
/sysbio-curie/MaBoSS-env-2.0/pull/11/files,3,1
/sysbio-curie/MaBoSS-env-2.0/blob/master/engine/examples/Sizek/sizek.bnd,2,1
/sysbio-curie/MaBoSS-env-2.0/pull/11/commits,2,1
/sysbio-curie/MaBoSS-env-2.0/tree/master/engine,2,1
/sysbio-curie/MaBoSS-env-2.0/tree/master/engine/examples,2,1
/sysbio-curie/MaBoSS-env-2.0/tree/master/engine/examples/Sizek,2,1
/sysbio-curie/MaBoSS-env-2.0/commits/master,1,1
