time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-30 00:00:00+00:00,1,1,6.0,3.0
2024-01-31 00:00:00+00:00,1,1,4.0,1.0
2024-02-01 00:00:00+00:00,1,1,6.0,1.0
2024-02-02 00:00:00+00:00,1,1,15.0,3.0
2024-02-03 00:00:00+00:00,1,1,3.0,1.0
2024-02-04 00:00:00+00:00,1,1,,
2024-02-05 00:00:00+00:00,3,3,34.0,2.0
2024-02-06 00:00:00+00:00,1,1,6.0,2.0
2024-02-07 00:00:00+00:00,1,1,18.0,2.0
2024-02-08 00:00:00+00:00,1,1,45.0,7.0
2024-02-09 00:00:00+00:00,2,2,10.0,1.0
2024-02-10 00:00:00+00:00,1,1,1.0,1.0
2024-02-11 00:00:00+00:00,1,1,3.0,1.0
2024-02-12 00:00:00+00:00,1,1,28.0,2.0
