url_path,views_total,views_unique
/sysbio-curie/MaBoSS-env-2.0/actions,152,1
/sysbio-curie/MaBoSS-env-2.0,65,5
/sysbio-curie/MaBoSS-env-2.0/actions/caches,31,1
/sysbio-curie/MaBoSS-env-2.0/commits/master,14,1
/sysbio-curie/MaBoSS-env-2.0/actions/runs/5999367814,7,1
/sysbio-curie/MaBoSS-env-2.0/actions/runs/6036830719,7,1
/sysbio-curie/MaBoSS-env-2.0/actions/runs/6036830738,7,1
/sysbio-curie/MaBoSS-env-2.0/actions/workflows/maboss-windows.yml,7,1
/sysbio-curie/MaBoSS-env-2.0/releases/tag/v2.5.3,6,4
/sysbio-curie/MaBoSS-env-2.0/actions/runs/6038137301,6,1
