url_path,views_total,views_unique
/sysbio-curie/MaBoSS-env-2.0/tree/master/tutorial,10,1
/sysbio-curie/MaBoSS-env-2.0,9,9
/sysbio-curie/MaBoSS-env-2.0/releases/tag/v2.5.3,7,4
/sysbio-curie/MaBoSS-env-2.0/tree/master/conda,7,1
/sysbio-curie/MaBoSS-env-2.0/tree/master/tools,7,1
/sysbio-curie/MaBoSS-env-2.0/tree/master/tutorial/Montagud_2021_Prostate_Cancer,6,2
/sysbio-curie/MaBoSS-env-2.0/blob/master/tutorial/MaBoSS-2.0/TutorialMaBoSS_2_0.pdf,4,2
/sysbio-curie/MaBoSS-env-2.0/blob/master/containers/singularity/Singularity,4,1
/sysbio-curie/MaBoSS-env-2.0/tree/master/conda/maboss,4,1
/sysbio-curie/MaBoSS-env-2.0/tree/master/tools/doc,4,1
