url_path,views_total,views_unique
/sysbio-curie/MaBoSS-env-2.0/tree/master/tutorial,14,2
/sysbio-curie/MaBoSS-env-2.0,11,5
/sysbio-curie/MaBoSS-env-2.0/tree/master/engine,6,2
/sysbio-curie/MaBoSS-env-2.0/tree/master/tutorial/Montagud_2021_Prostate_Cancer,4,2
/sysbio-curie/MaBoSS-env-2.0/tree/master/tutorial/MaBoSS-2.0,4,1
/sysbio-curie/MaBoSS-env-2.0/tree/master/tutorial/Montagud_2022_Prostate_Cancer,4,1
/sysbio-curie/MaBoSS-env-2.0/releases/tag/v2.5.2,3,1
/sysbio-curie/MaBoSS-env-2.0/commits/master,2,1
/sysbio-curie/MaBoSS-env-2.0/tree/master/engine/python,2,1
/sysbio-curie/MaBoSS-env-2.0/tree/master/engine/src,2,1
